iter	Logloss
212	0.2482503001
213	0.2480135993
214	0.2477871477
215	0.2476540277
216	0.247504882
217	0.2473421165
218	0.2472092893
219	0.2468173072
220	0.246525778
221	0.2463278855
222	0.2461938911
223	0.2458557005
224	0.2457117697
225	0.2454992416
226	0.2453838949
227	0.2452066239
228	0.2450689519
229	0.2449217805
230	0.244805992
231	0.2444973719
232	0.2442496422
233	0.2441017624
234	0.2439032119
235	0.2437423363
236	0.2435321027
237	0.2433500237
238	0.2431492013
239	0.2426937427
240	0.2425344323
241	0.2424288922
242	0.2421805986
243	0.2420046917
244	0.2417911466
245	0.2416286778
246	0.2413562509
247	0.2411851406
248	0.241004968
249	0.240800746
250	0.2404925137
251	0.2403704229
252	0.2402073413
253	0.240088173
254	0.2398857406
255	0.2396973697
256	0.2395533879
257	0.2393858959
258	0.2390208822
259	0.2386951112
260	0.2385446102
261	0.238298361
262	0.2380553652
263	0.2377081155
264	0.2375020401
265	0.2373712109
266	0.2371785699
267	0.237035193
268	0.2369099832
269	0.2367155389
270	0.2365511438
271	0.2362212276
272	0.2358204507
273	0.2356350653
274	0.2355110658
275	0.2354104434
276	0.235194657
277	0.2350038125
278	0.234826791
279	0.2347453741
280	0.2346622492
281	0.2344492524
282	0.2342002666
283	0.2340350177
284	0.2338088598
285	0.2335082501
286	0.2333340036
287	0.2330923686
288	0.2329016388
289	0.2327039079
290	0.2324195588
291	0.2322660078
292	0.2319609732
293	0.2318240956
294	0.231589178
295	0.2314520918
296	0.2312812615
297	0.231136857
298	0.2308602592
299	0.2307141346
300	0.230529929
301	0.23038725
302	0.2302482444
303	0.2300652294
304	0.2298954613
305	0.2297799621
306	0.2295062537
307	0.2293387511
308	0.2290360415
309	0.2288580482
310	0.2287251806
311	0.2285839144
312	0.2284313212
313	0.2282839663
314	0.227978044
315	0.2277677501
316	0.2275717554
317	0.227441212
318	0.2272136776
319	0.2270157428
320	0.2268501377
321	0.2266520666
322	0.2264489772
323	0.2262516561
324	0.2261007275
325	0.2259681039
326	0.225811313
327	0.2256689297
328	0.2254656951
329	0.2253005283
330	0.2249333564
331	0.2247408913
332	0.2246222089
333	0.2243024888
334	0.2240272112
335	0.2238447054
336	0.223627271
337	0.2234573093
338	0.2231834573
339	0.2228704608
340	0.2226942615
341	0.2225194744
342	0.2223586993
343	0.2222427259
344	0.2219940471
345	0.2217913012
346	0.221399545
347	0.2212971397
348	0.2211111549
349	0.2209436226
350	0.2207838891
351	0.2206194101
352	0.2204738806
353	0.2203486474
354	0.2201989
355	0.2200211477
356	0.2196619617
357	0.2194677363
358	0.2192671418
359	0.2190479529
360	0.2188831527
361	0.2187770275
362	0.2186443699
363	0.218495682
364	0.2182978225
365	0.2179809794
366	0.2177885357
367	0.2176402239
368	0.2175232736
369	0.2173905056
370	0.2172180386
371	0.2168928073
372	0.2166454064
373	0.2163470544
374	0.2161816965
375	0.2160443293
376	0.215719938
377	0.2154456663
378	0.2152967814
379	0.2150596458
380	0.2146930721
381	0.214395897
382	0.2141821942
383	0.2140348118
384	0.2139046687
385	0.2135997208
386	0.2134313861
387	0.2131641318
388	0.2130517942
389	0.2129153944
390	0.2127591167
391	0.212576505
392	0.2124129219
393	0.2122781061
394	0.2121365828
395	0.2120283544
396	0.2118995652
397	0.2114529612
398	0.211271917
399	0.211141136
400	0.2109660659
401	0.2106985108
402	0.2105394627
403	0.2104385625
404	0.2103044384
405	0.2102029653
406	0.2100042797
407	0.2098606516
408	0.2097384857
409	0.2096436173
410	0.2095081324
411	0.2093937528
412	0.2092585895
413	0.2090566106
414	0.2089262262
415	0.2087619206
416	0.2086177227
417	0.2084528653
418	0.2081959509
419	0.2079719561
420	0.207880113
421	0.2076434497
422	0.2073024495
423	0.2070398144
424	0.2068139777
425	0.2066497073
426	0.2065058404
427	0.2063623607
428	0.2062546345
429	0.206034938
430	0.2056240514
431	0.2054906704
432	0.2052839465
433	0.2050801333
434	0.204827314
435	0.2046537604
436	0.2045333116
437	0.2042929983
438	0.20411159
439	0.2039042592
440	0.2035729741
441	0.2034490495
442	0.2033385605
443	0.2032165756
444	0.2030085129
445	0.2028658641
446	0.2027274983
447	0.20256395
448	0.2024720136
449	0.2023430127
450	0.2022256925
451	0.202018428
452	0.2018888158
453	0.2018029551
454	0.2017027306
455	0.2014205947
456	0.2011767529
457	0.2010677399
458	0.2009537298
459	0.2008231496
460	0.2006488972
461	0.2005124158
462	0.2003495574
463	0.2002294326
464	0.1999935652
465	0.1998187169
466	0.1997144172
467	0.1995876918
468	0.1993874098
469	0.1992489694
470	0.1990286195
471	0.1988864775
472	0.1987268576
473	0.1986141002
474	0.1985344327
475	0.1984006602
476	0.1981228076
477	0.1979943341
478	0.1978491907
479	0.1977387016
480	0.1976225181
481	0.197434903
482	0.1973426031
483	0.1972297599
484	0.1970298574
485	0.1968954877
486	0.1967481832
487	0.1965988859
488	0.1964956801
489	0.1962617836
490	0.1961312903
491	0.1960365892
492	0.195904799
493	0.1957831504
494	0.195471893
495	0.1953025281
496	0.195110738
497	0.1949710766
498	0.1948431745
499	0.1946222884
500	0.1945116159
501	0.1943941721
502	0.1942716963
503	0.1941099483
504	0.1939479554
505	0.193790782
506	0.1936793134
507	0.1935361387
508	0.193472145
509	0.1933800905
510	0.1933130725
511	0.1932351288
512	0.1931328099
513	0.1930145087
514	0.1928797296
515	0.1927051856
516	0.1925926217
517	0.1924615237
518	0.19232716
519	0.1921739805
520	0.1920848441
521	0.191973055
522	0.191869125
523	0.1917748206
524	0.1916034138
525	0.1913701595
526	0.1911838866
527	0.1911047056
528	0.1910248647
529	0.1908830113
530	0.1907632345
531	0.1905976323
532	0.1904162257
533	0.1902688701
534	0.1901821144
535	0.1900880708
536	0.18992047
537	0.1897968437
538	0.1897108468
539	0.1896223675
540	0.1895002441
541	0.1893735079
542	0.1892610389
543	0.1891166309
544	0.1889731425
545	0.1888854119
546	0.1888025776
547	0.1886449861
548	0.1884848571
549	0.1883451127
550	0.1882431066
551	0.1881428368
552	0.1880167116
553	0.1878967213
554	0.1877647611
555	0.1876019676
556	0.187496342
557	0.1873494035
558	0.1872911683
559	0.1871251575
560	0.1870523289
561	0.1869483562
562	0.1868544492
563	0.1867247761
564	0.1866562442
565	0.1865886289
566	0.1865059256
567	0.1863794861
568	0.1863057496
569	0.1862391866
570	0.1861764695
571	0.186072824
572	0.185941548
573	0.1858409497
574	0.1856905822
575	0.1855459128
576	0.1854624117
577	0.1853592534
578	0.1852803724
579	0.1851377689
580	0.1850505807
581	0.1849887944
582	0.1848577047
583	0.1847213235
584	0.184549665
585	0.1844698558
586	0.1843521783
587	0.1842472342
588	0.1841198392
589	0.184056392
590	0.1839474777
591	0.1837752134
592	0.183689159
593	0.1835946417
594	0.1834355946
595	0.1833389851
596	0.1832643808
597	0.1831756492
598	0.1829711846
599	0.1828831543
600	0.1827463689
601	0.1826429233
602	0.1825227022
603	0.1824556873
604	0.182372457
605	0.1822679177
606	0.1821603206
607	0.1820552618
608	0.1819660868
609	0.1818590223
610	0.1817699039
611	0.181644392
612	0.1814480987
613	0.1813336967
614	0.1811757808
615	0.1811188391
616	0.1810224745
617	0.1808902478
618	0.1807759005
619	0.1806565991
620	0.1805999711
621	0.1805110693
622	0.1804252713
623	0.1803047827
624	0.1802000903
625	0.1801332552
626	0.1800489
627	0.1798960303
628	0.1798181787
629	0.1796601865
630	0.1795679442
631	0.1793728399
632	0.1793032595
633	0.1791655205
634	0.1790886536
635	0.1789824133
636	0.1787847503
637	0.1786258482
638	0.1785355865
639	0.1784737057
640	0.1783516551
641	0.1782199922
642	0.1781367231
643	0.1780426724
644	0.1778830846
645	0.1777596835
646	0.1776834941
647	0.1776347381
648	0.1775152477
649	0.1774332978
650	0.1773278649
651	0.1772508063
652	0.1771910521
653	0.1771136645
654	0.1770101198
655	0.1769215744
656	0.1768644056
657	0.1768024141
658	0.1767409224
659	0.1766567566
660	0.1765853248
661	0.1764536712
662	0.176346302
663	0.1762312708
664	0.1761337694
665	0.1760632067
666	0.1759681588
667	0.1758619549
668	0.175750828
669	0.1756539226
670	0.1755593109
671	0.1754428523
672	0.1753354303
673	0.175247594
674	0.1751942511
675	0.175119199
676	0.1749728796
677	0.1747786529
678	0.174663667
679	0.1745511642
680	0.1744896821
681	0.1743631869
682	0.1742927157
683	0.1741889154
684	0.174054055
685	0.1739775535
686	0.1738634217
687	0.1737339891
688	0.1736092948
689	0.173522054
690	0.1734003704
691	0.1733206097
692	0.1732139924
693	0.1731229473
694	0.1730151406
695	0.1729031136
696	0.1727628012
697	0.1726658114
698	0.1725587729
699	0.1725075902
700	0.1723652116
701	0.1722618527
702	0.1721583137
703	0.1721021752
704	0.1720175249
705	0.1718849567
706	0.1718215492
707	0.171726643
708	0.1716332943
709	0.1715644353
710	0.171474558
711	0.1713989238
712	0.171308147
713	0.1712600278
714	0.1711812357
715	0.1711215061
716	0.1710765106
717	0.1709912986
718	0.1709415339
719	0.170824619
720	0.1706945716
721	0.1705988583
722	0.1705014056
723	0.1703869767
724	0.1702778577
725	0.1702172189
726	0.1701298748
727	0.1700728452
728	0.1699748951
729	0.1698500663
730	0.1697285605
731	0.1696671589
732	0.1695950683
733	0.1695190012
734	0.169466025
735	0.169341844
736	0.1692125993
737	0.1691041042
738	0.1690613329
739	0.1689922269
740	0.1689068766
741	0.1687949532
742	0.1686939837
743	0.1685984275
744	0.1685348277
745	0.1684435377
746	0.1682921278
747	0.1682366146
748	0.1681685537
749	0.1680788134
750	0.167968845
751	0.1678496412
752	0.1677526136
753	0.1676130842
754	0.1675523246
755	0.1674608877
756	0.1674130323
757	0.1673030887
758	0.167206125
759	0.1671043842
760	0.1670046256
761	0.1668623855
762	0.1667852311
763	0.1667249703
764	0.1666531845
765	0.166571075
766	0.1664855507
767	0.1663890651
768	0.1662718378
769	0.1661841677
770	0.1661161834
771	0.1660612816
772	0.1659797898
773	0.1658898877
774	0.1658315224
775	0.1657581158
776	0.1657079249
777	0.1656472962
778	0.1656057865
779	0.1655455206
780	0.1654920765
781	0.165382961
782	0.16532092
783	0.1652784503
784	0.1651624545
785	0.1651045492
786	0.1650297274
787	0.1648869534
788	0.1648194675
789	0.1647345197
790	0.1646876428
791	0.1645996194
792	0.1644938579
793	0.1644154074
794	0.1642493385
795	0.1641673987
796	0.164060571
797	0.1640055392
798	0.1639173949
799	0.1638370397
800	0.1637239777
801	0.1636545345
802	0.1635520925
803	0.1634649815
804	0.1633293299
805	0.1632680257
806	0.1631816633
807	0.1631117947
808	0.1630284609
809	0.1629636926
810	0.1628732883
811	0.1628024728
812	0.1627231991
813	0.1626595343
814	0.1625457926
815	0.1624805141
816	0.1623856434
817	0.1622464549
818	0.1621469092
819	0.1620945248
820	0.1620351422
821	0.1619429564
822	0.1618477013
823	0.1617788747
824	0.1616732679
825	0.161584679
826	0.1614955121
827	0.1614100542
828	0.1613206095
829	0.1612162233
830	0.1611464779
831	0.1610583241
832	0.1609635977
833	0.1609127304
834	0.1608327148
835	0.1607304272
836	0.1606625356
837	0.1605968766
838	0.160517028
839	0.1604608179
840	0.1603670219
841	0.1602779065
842	0.1602278231
843	0.1601050544
844	0.1600527318
845	0.1599342624
846	0.1597531976
847	0.1596980468
848	0.1596298569
849	0.1595545098
850	0.1594507016
851	0.1594049088
852	0.1593118532
853	0.1592559534
854	0.159203659
855	0.1590929549
856	0.1590460485
857	0.1589199422
858	0.15884253
859	0.1587860744
860	0.158711195
861	0.1586340915
862	0.1585375748
863	0.1584458818
864	0.1583519335
865	0.158294031
866	0.158217748
867	0.1581330086
868	0.1580456424
869	0.1580125422
870	0.1579363576
871	0.1578809304
872	0.157798116
873	0.1577098071
874	0.1575971515
875	0.1575524744
876	0.1574815955
877	0.1574267228
878	0.1573541238
879	0.1572742078
880	0.1572251711
881	0.1571774823
882	0.1570885417
883	0.157010634
884	0.1569339992
885	0.1568129605
886	0.1567447812
887	0.1566460507
888	0.1565958145
889	0.1565080343
890	0.1564310419
891	0.1563319935
892	0.1562787682
893	0.1562075655
894	0.1561262169
895	0.1560355955
896	0.1559379421
897	0.1557926032
898	0.1556867398
899	0.1556233839
900	0.1555168436
901	0.1554460663
902	0.1553770462
903	0.155327954
904	0.155258754
905	0.1552072505
906	0.1551361199
907	0.1550718203
908	0.1550434288
909	0.1549876086
910	0.1549077634
911	0.1548594308
912	0.154822165
913	0.1547452279
914	0.1547026638
915	0.1546186876
916	0.1545334648
917	0.1544484195
918	0.1543952108
919	0.1543528268
920	0.1542505529
921	0.15419432
922	0.1540834334
923	0.153983368
924	0.1539095375
925	0.1538527197
926	0.1537487541
927	0.1536736042
928	0.1535964495
929	0.1535244316
930	0.1534902005
931	0.1534083833
932	0.1533101612
933	0.153240277
934	0.1531807028
935	0.1530715515
936	0.1529867483
937	0.1529130563
938	0.1528640266
939	0.1527933035
940	0.1526629899
941	0.1525846091
942	0.1525191624
943	0.1524191383
944	0.1523354965
945	0.1522680307
946	0.1522057152
947	0.1521463272
948	0.1520821421
949	0.1520135664
950	0.1519638269
951	0.1518908154
952	0.1518540916
953	0.1517423991
954	0.1516462649
955	0.1515784275
956	0.1515120621
957	0.1514320497
958	0.1513585244
959	0.1512781188
960	0.1512069801
961	0.1511667517
962	0.151110872
963	0.1510519959
964	0.1509527483
965	0.1508761243
966	0.1508071142
967	0.1507014785
968	0.1506465632
969	0.1505866696
970	0.150508908
971	0.1504457109
972	0.1503592131
973	0.1503049128
974	0.1502817346
975	0.1502106919
976	0.1501384761
977	0.1500431821
978	0.1499988239
979	0.1499225436
980	0.1498835825
981	0.1497751506
982	0.14970844
983	0.1496597276
984	0.1496011191
985	0.1495737119
986	0.1495199404
987	0.1494273823
988	0.1493877401
989	0.1492846286
990	0.1492453485
991	0.1491829354
992	0.1491219925
993	0.1490765476
994	0.1490473608
995	0.1489399564
996	0.1488759839
997	0.1488016636
998	0.1487093749
999	0.1486484172
